Id_Incidente,Fecha,Hora,Ciudad,Latitud,Longitud,Tipo_Incidencia,Tipo_Vehiculo,Proveedor,Distancia_km,Tiempo_Respuesta_min,Medio_Retorno,Costo_EUR,Resuelto,SLA_45min_Incumplido,Satisfaccion_1a5,Notas
542,2025-02-16,23:03,Bilbao,43.32131,-2.8876,Caja de cambios,Turismo,Proveedor B,23.8,53.6,Grúa,188.42,No,Sí,2.3,
543,2024-12-16,13:06,Sevilla,37.35632,-5.90309,Batería,Turismo,Proveedor D,17.6,44.3,N/A Reparado in-situ,24.24,Sí,No,4.5,
544,2024-11-18,11:36,Barcelona,41.42852,2.29265,Neumático,SUV,Proveedor B,23.2,50.1,Grúa,82.53,Sí,Sí,3.4,
545,2025-02-04,07:41,Sevilla,37.30479,-5.90239,Motor,Turismo,Proveedor A,5.2,32.5,Grúa,111.11,Sí,No,4.9,
546,2025-08-29,19:06,Barcelona,41.4708,2.13257,Combustible,Furgoneta,Proveedor C,0.0,50.8,N/A Reparado in-situ,16.34,Sí,Sí,4.3,
547,2025-01-11,12:36,Zaragoza,41.67868,-0.77267,Motor,Turismo,Proveedor B,21.7,40.4,Grúa,151.44,Sí,No,3.7,
548,2025-03-26,14:02,Barcelona,41.34207,2.08453,Neumático,Turismo,Proveedor B,16.3,45.0,Taxi,26.09,Sí,No,3.7,
549,2025-05-12,20:14,Madrid,40.46951,-3.61701,Motor,Turismo,Proveedor C,5.6,40.4,Grúa,128.93,Sí,No,4.0,
550,2025-08-09,22:50,Málaga,36.68881,-4.5485,Neumático,Furgoneta,Proveedor A,5.3,46.7,Taxi,24.11,No,Sí,4.3,
551,2025-02-01,20:15,Bilbao,43.24478,-3.13192,Caja de cambios,Turismo,Proveedor A,20.6,53.0,Grúa,189.71,Sí,Sí,3.0,
552,2024-09-08,20:35,Málaga,36.72259,-4.40994,Combustible,SUV,Proveedor A,2.3,28.1,N/A Reparado in-situ,8.29,Sí,No,4.8,
553,2025-05-16,17:50,Barcelona,41.42906,2.08224,Motor,Turismo,Proveedor D,22.7,36.3,Grúa,197.12,Sí,No,3.6,
554,2025-07-23,15:38,Málaga,36.81862,-4.61281,Motor,Turismo,Proveedor D,17.2,53.3,Grúa,132.81,Sí,Sí,2.8,
555,2024-09-07,14:26,Madrid,40.50067,-3.71029,Combustible,SUV,Proveedor B,32.3,32.7,Grúa,74.52,Sí,No,4.4,
556,2025-03-15,11:29,Bilbao,43.26462,-2.92237,Sistema eléctrico,SUV,Proveedor A,23.1,45.5,Taxi,41.64,Sí,Sí,4.4,
557,2025-04-21,09:26,Oviedo,43.35594,-5.80126,Motor,SUV,Proveedor B,11.3,57.2,Grúa,107.96,Sí,Sí,3.5,
558,2025-05-12,07:45,Barcelona,41.23207,1.97781,Sistema eléctrico,Turismo,Proveedor C,13.1,33.9,Grúa,109.6,Sí,No,4.4,
559,2025-06-16,14:40,Bilbao,43.43385,-2.91244,Neumático,SUV,Proveedor C,18.0,33.1,Retorno Domicilio,48.97,Sí,No,5.0,
560,2025-06-08,15:07,Málaga,36.70132,-4.45088,Neumático,Turismo,Proveedor C,25.3,16.9,Grúa,84.33,No,No,5.0,
561,2024-11-10,11:11,Oviedo,43.26855,-6.04747,Combustible,Turismo,Proveedor B,20.3,28.6,N/A Reparado in-situ,9.12,Sí,No,5.0,
562,2025-04-21,06:37,Valencia,39.4909,-0.51265,Neumático,Turismo,Proveedor C,16.0,46.7,Retorno Domicilio,29.18,Sí,Sí,5.0,
563,2024-12-06,10:47,Bilbao,43.22547,-2.96732,Batería,SUV,Proveedor A,14.2,17.4,Retorno Domicilio,30.33,Sí,No,4.4,
564,2024-12-17,07:34,Valencia,39.46981,-0.47957,Caja de cambios,Turismo,Proveedor D,17.1,50.9,Grúa,177.08,Sí,Sí,3.6,
565,2024-09-18,22:27,Zaragoza,41.61344,-0.88733,Neumático,Furgoneta,Proveedor D,34.0,20.6,Grúa,76.85,Sí,No,5.0,
566,2025-08-18,17:01,Oviedo,43.49737,-5.84695,Batería,Turismo,Proveedor B,18.9,34.8,Retorno Domicilio,26.54,Sí,No,4.6,
567,2025-07-31,16:39,Oviedo,43.45437,-5.76523,Accidente,Turismo,Proveedor C,23.2,62.0,Grúa,205.34,Sí,Sí,2.4,
568,2025-08-29,06:29,Bilbao,43.27796,-2.93854,Sistema eléctrico,SUV,Proveedor B,12.0,22.7,Taxi,29.23,Sí,No,5.0,
569,2025-06-10,07:56,Zaragoza,41.66317,-0.85926,Batería,Turismo,Proveedor A,13.0,26.1,Retorno Domicilio,42.62,Sí,No,5.0,
570,2025-02-18,10:53,Málaga,36.65372,-4.48783,Combustible,Moto,Proveedor B,12.8,15.3,Taxi,14.07,Sí,No,5.0,
571,2025-04-22,06:36,Sevilla,37.35465,-5.91999,Batería,Turismo,Proveedor A,9.4,21.4,Taxi,16.67,Sí,No,5.0,
572,2025-08-30,20:07,Barcelona,41.38742,2.13377,Batería,Turismo,Proveedor A,14.8,24.2,Retorno Domicilio,26.91,Sí,No,5.0,
573,2025-03-28,06:57,Zaragoza,41.62878,-0.91452,Neumático,SUV,Proveedor A,20.5,29.8,N/A Reparado in-situ,27.99,Sí,No,4.9,
574,2024-11-18,12:26,Oviedo,43.34252,-5.93393,Batería,SUV,Proveedor A,19.6,27.2,Retorno Domicilio,41.16,Sí,No,4.4,
575,2025-06-14,18:05,Sevilla,37.3736,-5.98261,Sistema eléctrico,SUV,Proveedor A,24.7,65.3,Taxi,38.06,Sí,Sí,4.4,
576,2025-03-12,09:17,Oviedo,43.29302,-5.83059,Batería,Turismo,Proveedor D,12.9,31.8,Retorno Domicilio,31.89,Sí,No,5.0,
577,2024-12-02,12:58,Bilbao,43.24085,-2.98874,Sistema eléctrico,Moto,Proveedor B,33.6,12.7,Grúa,160.19,Sí,No,4.5,
578,2024-12-03,18:13,Málaga,36.78282,-4.46359,Neumático,Turismo,Proveedor A,28.0,36.8,Grúa,73.06,Sí,No,5.0,
579,2024-12-03,17:38,Madrid,40.36138,-3.67706,Neumático,Turismo,Proveedor A,18.4,41.2,Taxi,30.26,Sí,No,3.6,
580,2025-06-08,23:01,Oviedo,43.50626,-5.84792,Batería,Turismo,Proveedor C,32.9,36.7,Grúa,97.12,Sí,No,4.4,
581,2025-05-07,19:05,Málaga,36.63911,-4.30657,Sistema eléctrico,Turismo,Proveedor A,34.2,35.6,Grúa,145.5,Sí,No,3.7,
582,2025-04-23,20:35,Valencia,39.47087,-0.38373,Neumático,Moto,Proveedor D,25.7,27.1,Grúa,66.92,Sí,No,5.0,
583,2025-06-19,09:33,Oviedo,43.44062,-5.71106,Accidente,Moto,Proveedor B,13.5,61.4,Grúa,161.34,Sí,Sí,2.9,
584,2025-05-04,21:37,Sevilla,37.2783,-6.04394,Neumático,Turismo,Proveedor C,2.7,50.0,Taxi,24.05,Sí,Sí,5.0,
585,2025-03-19,21:09,Málaga,36.57132,-4.43863,Neumático,Turismo,Proveedor C,23.6,28.9,Retorno Domicilio,29.88,Sí,No,4.8,
586,2025-07-28,18:16,Zaragoza,41.81187,-0.93176,Neumático,SUV,Proveedor A,26.3,44.8,Grúa,67.58,Sí,No,4.1,
587,2025-05-26,19:26,Málaga,36.83261,-4.41864,Combustible,SUV,Proveedor B,28.2,22.7,Grúa,62.74,Sí,No,5.0,
588,2024-10-31,12:47,Zaragoza,41.58156,-0.83412,Neumático,Turismo,Proveedor C,28.6,25.5,Grúa,75.39,Sí,No,5.0,
589,2025-04-11,13:20,Zaragoza,41.60382,-0.88448,Caja de cambios,Turismo,Proveedor B,17.2,35.6,Grúa,145.79,Sí,No,4.2,
590,2025-02-14,20:16,Madrid,40.45076,-3.73748,Motor,Furgoneta,Proveedor C,24.7,19.2,Grúa,193.63,Sí,No,4.5,
591,2025-01-18,17:46,Sevilla,37.47099,-5.91606,Motor,Moto,Proveedor A,8.2,45.1,Grúa,123.3,Sí,Sí,4.2,
592,2025-04-14,06:46,Barcelona,41.35623,2.22356,Motor,Turismo,Proveedor B,6.1,80.4,Grúa,143.3,Sí,Sí,2.4,
593,2025-05-08,09:33,Sevilla,37.39254,-5.92955,Neumático,SUV,Proveedor A,11.0,37.2,Taxi,15.69,Sí,No,5.0,
594,2024-12-11,20:02,Bilbao,43.2883,-2.88964,Batería,SUV,Proveedor B,35.0,19.0,Grúa,110.47,Sí,No,4.1,
595,2025-08-11,22:16,Oviedo,43.55222,-5.7821,Neumático,SUV,Proveedor C,23.3,15.2,Retorno Domicilio,29.46,Sí,No,5.0,
596,2024-09-20,11:02,Sevilla,37.29797,-5.93536,Neumático,Turismo,Proveedor A,22.7,38.7,Retorno Domicilio,38.99,Sí,No,5.0,
597,2025-04-04,22:59,Oviedo,43.28215,-5.92403,Neumático,Furgoneta,Proveedor B,11.7,45.5,N/A Reparado in-situ,11.08,Sí,Sí,4.9,
598,2024-09-23,16:16,Oviedo,43.45713,-5.7664,Motor,Turismo,Proveedor A,20.9,63.6,Grúa,138.93,Sí,Sí,2.3,
599,2025-07-14,18:04,Oviedo,43.36346,-5.94609,Motor,Furgoneta,Proveedor C,43.2,32.3,Grúa,229.24,Sí,No,3.1,
600,2024-11-12,20:06,Madrid,40.51708,-3.56729,Batería,Moto,Proveedor B,6.6,28.0,N/A Reparado in-situ,4.1,Sí,No,5.0,
601,2024-09-23,08:18,Barcelona,41.25682,2.14096,Motor,SUV,Proveedor B,0.0,72.7,Grúa,105.73,Sí,Sí,1.5,
602,2025-08-27,08:02,Zaragoza,41.55758,-0.88569,Combustible,Turismo,Proveedor A,13.4,36.7,Taxi,16.1,Sí,No,5.0,
603,2025-01-23,19:36,Sevilla,37.37837,-6.07038,Batería,Turismo,Proveedor A,4.7,46.6,Retorno Domicilio,20.56,Sí,Sí,4.4,
604,2024-09-14,08:09,Bilbao,43.38026,-2.99852,Accidente,Moto,Proveedor A,7.5,42.9,Grúa,163.71,Sí,No,2.6,
605,2024-12-13,09:35,Sevilla,37.56859,-6.03082,Accidente,Turismo,Proveedor D,18.3,68.7,Grúa,194.31,Sí,Sí,2.9,
606,2024-12-22,18:12,Zaragoza,41.60083,-0.85614,Neumático,Turismo,Proveedor B,20.4,40.7,Taxi,34.28,Sí,No,4.7,
607,2025-06-08,07:11,Málaga,36.70913,-4.38363,Sistema eléctrico,Turismo,Proveedor A,31.1,38.1,Grúa,134.11,Sí,No,5.0,
608,2025-07-04,23:26,Oviedo,43.29904,-5.72952,Sistema eléctrico,SUV,Proveedor B,10.4,44.9,N/A Reparado in-situ,28.26,Sí,No,5.0,
609,2025-04-08,11:01,Málaga,36.60041,-4.55574,Combustible,Turismo,Proveedor C,17.3,36.9,Taxi,27.89,Sí,No,5.0,
610,2025-04-05,13:54,Bilbao,43.21343,-3.00551,Batería,Turismo,Proveedor C,14.8,34.9,Retorno Domicilio,47.82,Sí,No,4.8,
611,2024-11-04,19:52,Málaga,36.80548,-4.41361,Combustible,SUV,Proveedor C,26.2,31.2,Grúa,73.1,Sí,No,3.8,
612,2025-03-18,21:02,Málaga,36.63521,-4.41221,Accidente,Turismo,Proveedor A,34.4,58.2,Grúa,248.92,Sí,Sí,2.8,
613,2025-01-28,21:18,Oviedo,43.3988,-5.92335,Combustible,Turismo,Proveedor B,9.3,23.2,Taxi,4.64,Sí,No,5.0,
614,2024-10-18,15:06,Zaragoza,41.7109,-0.92781,Neumático,Turismo,Proveedor B,20.0,12.3,N/A Reparado in-situ,33.93,Sí,No,5.0,
615,2025-07-10,07:04,Zaragoza,41.57145,-0.79457,Sistema eléctrico,Turismo,Proveedor C,7.8,29.4,Retorno Domicilio,33.08,Sí,No,4.4,
616,2025-02-26,09:07,Zaragoza,41.64117,-0.75067,Accidente,Turismo,Proveedor A,13.8,57.3,Grúa,171.28,Sí,Sí,3.4,
617,2025-01-09,22:08,Sevilla,37.29493,-5.85229,Combustible,SUV,Proveedor A,13.0,38.3,Taxi,14.15,Sí,No,4.5,
618,2024-11-03,14:17,Barcelona,41.30266,2.12858,Batería,Turismo,Proveedor A,30.3,38.3,Grúa,109.93,Sí,No,3.0,
619,2025-05-11,10:48,Sevilla,37.40554,-6.04655,Neumático,Turismo,Proveedor D,18.9,15.9,Retorno Domicilio,30.97,Sí,No,5.0,
620,2024-12-10,08:36,Málaga,36.71618,-4.55605,Batería,Furgoneta,Proveedor A,27.1,30.9,Grúa,81.1,Sí,No,5.0,
621,2024-10-16,12:26,Barcelona,41.39217,2.14666,Motor,Turismo,Proveedor B,31.3,34.2,Grúa,219.86,Sí,No,3.1,
622,2024-11-16,14:38,Valencia,39.57168,-0.39158,Batería,Turismo,Proveedor A,27.4,22.8,Grúa,93.5,Sí,No,4.5,
623,2024-09-18,20:00,Sevilla,37.41647,-5.83112,Caja de cambios,SUV,Proveedor B,28.6,51.8,Grúa,202.09,Sí,Sí,2.9,
624,2024-11-29,17:25,Sevilla,37.33111,-6.05614,Accidente,Moto,Proveedor B,14.4,72.5,Grúa,162.38,Sí,Sí,2.0,
625,2025-01-11,08:40,Oviedo,43.29863,-5.81147,Batería,Turismo,Proveedor B,18.2,33.7,Retorno Domicilio,23.02,Sí,No,4.9,
626,2025-06-12,15:55,Zaragoza,41.45723,-0.95402,Batería,Furgoneta,Proveedor B,11.4,35.2,Taxi,17.9,Sí,No,4.8,
627,2024-12-15,06:33,Zaragoza,41.72492,-1.02458,Sistema eléctrico,SUV,Proveedor D,9.5,41.9,Taxi,41.5,Sí,No,4.3,
628,2025-08-02,09:44,Barcelona,41.43331,2.0847,Caja de cambios,Moto,Proveedor C,23.1,43.7,Grúa,202.32,Sí,No,3.4,
629,2025-02-18,11:01,Sevilla,37.60685,-5.91694,Accidente,SUV,Proveedor B,4.9,58.4,Grúa,131.21,Sí,Sí,3.0,
630,2025-04-21,12:57,Zaragoza,41.69018,-0.67588,Caja de cambios,Turismo,Proveedor B,14.6,53.6,Grúa,150.04,Sí,Sí,2.4,
631,2024-11-21,18:58,Sevilla,37.30932,-6.06922,Batería,Turismo,Proveedor B,0.0,39.9,Taxi,18.31,Sí,No,5.0,
632,2024-11-28,22:34,Málaga,36.66747,-4.36837,Neumático,Turismo,Proveedor C,33.2,10.0,Grúa,91.07,Sí,No,5.0,
633,2024-10-21,16:26,Valencia,39.46118,-0.49999,Motor,Turismo,Proveedor A,0.0,33.1,Grúa,97.67,Sí,No,4.3,
634,2025-08-22,11:20,Zaragoza,41.81664,-0.76714,Combustible,Turismo,Proveedor B,14.1,29.6,Retorno Domicilio,18.74,Sí,No,4.9,
635,2025-01-21,09:11,Madrid,40.38391,-3.58588,Motor,Moto,Proveedor A,15.5,64.0,Grúa,174.71,Sí,Sí,2.8,
636,2025-03-22,17:30,Valencia,39.59597,-0.38012,Combustible,Turismo,Proveedor C,11.4,37.9,Grúa,48.72,Sí,No,4.9,
637,2025-03-14,11:11,Zaragoza,41.73534,-0.92814,Motor,Turismo,Proveedor A,23.4,43.4,Grúa,172.97,Sí,No,4.1,
638,2025-01-11,12:34,Madrid,40.41034,-3.74718,Neumático,Moto,Proveedor A,23.6,22.1,Retorno Domicilio,31.65,Sí,No,5.0,
639,2025-08-13,23:19,Madrid,40.40137,-3.665,Accidente,SUV,Proveedor A,22.7,78.9,Grúa,242.0,Sí,Sí,1.6,
640,2025-02-10,06:13,Zaragoza,41.63361,-0.88386,Combustible,Furgoneta,Proveedor B,11.6,10.6,Taxi,15.39,Sí,No,5.0,
641,2025-04-11,15:36,Valencia,39.46018,-0.25961,Combustible,SUV,Proveedor B,3.9,15.7,Retorno Domicilio,11.31,Sí,No,5.0,
642,2025-02-18,21:00,Oviedo,43.4451,-5.93091,Accidente,Turismo,Proveedor D,15.1,57.5,Grúa,172.52,No,Sí,3.1,
643,2024-11-14,06:52,Barcelona,41.32152,2.16569,Sistema eléctrico,Turismo,Proveedor B,40.2,41.2,Grúa,177.46,Sí,No,3.2,
644,2025-01-04,18:54,Madrid,40.35312,-3.68845,Batería,Moto,Proveedor B,4.6,35.9,Taxi,7.2,Sí,No,5.0,
645,2025-06-07,16:32,Zaragoza,41.53243,-0.86763,Combustible,SUV,Proveedor C,23.0,27.4,Retorno Domicilio,18.37,Sí,No,4.9,
646,2025-07-30,23:26,Oviedo,43.34641,-5.78983,Combustible,SUV,Proveedor A,27.6,39.6,Grúa,57.69,Sí,No,4.3,
647,2025-05-07,21:19,Oviedo,43.33093,-5.84661,Neumático,Turismo,Proveedor A,16.2,49.2,Grúa,66.89,Sí,Sí,4.0,
648,2025-08-18,08:15,Oviedo,43.39072,-5.80609,Neumático,Furgoneta,Proveedor C,15.8,36.2,Grúa,59.86,Sí,No,4.1,
649,2025-08-02,17:28,Málaga,36.72571,-4.35902,Batería,Moto,Proveedor A,16.5,20.5,Grúa,73.61,Sí,No,5.0,
650,2025-06-08,15:27,Valencia,39.57711,-0.43837,Neumático,Turismo,Proveedor C,23.8,38.1,Retorno Domicilio,41.29,Sí,No,4.9,
651,2025-07-13,19:04,Madrid,40.43381,-3.78419,Motor,SUV,Proveedor C,18.3,56.0,Grúa,153.71,Sí,Sí,2.4,
652,2025-08-13,12:16,Zaragoza,41.54159,-0.92795,Sistema eléctrico,SUV,Proveedor A,15.9,50.3,Retorno Domicilio,45.22,Sí,Sí,4.4,
653,2025-03-01,09:49,Oviedo,43.36511,-6.01675,Batería,SUV,Proveedor B,30.6,37.0,Grúa,95.07,Sí,No,4.6,
654,2024-12-28,11:52,Barcelona,41.36195,2.21666,Batería,Turismo,Proveedor A,21.0,41.8,Taxi,35.59,Sí,No,5.0,
655,2025-06-12,18:07,Barcelona,41.36168,2.31854,Neumático,Furgoneta,Proveedor A,27.1,23.4,Grúa,88.86,Sí,No,4.8,
656,2025-06-02,09:33,Bilbao,43.13614,-2.95834,Motor,Turismo,Proveedor C,18.8,58.8,Grúa,173.04,Sí,Sí,2.5,
657,2025-05-26,07:34,Oviedo,43.47006,-5.68145,Sistema eléctrico,Furgoneta,Proveedor C,3.8,55.9,Taxi,19.48,No,Sí,4.3,
658,2024-09-23,20:30,Barcelona,41.41102,2.19359,Batería,SUV,Proveedor C,32.9,27.6,Grúa,110.24,Sí,No,4.3,
659,2024-12-05,15:16,Madrid,40.57412,-3.66645,Motor,Turismo,Proveedor B,15.4,84.0,Grúa,154.76,Sí,Sí,1.5,
660,2025-06-16,06:45,Valencia,39.50663,-0.39987,Motor,Turismo,Proveedor C,8.9,43.0,Grúa,127.23,Sí,No,3.4,
661,2025-07-08,16:46,Valencia,39.49606,-0.44311,Sistema eléctrico,Turismo,Proveedor C,34.4,48.0,Grúa,151.06,Sí,Sí,2.8,
662,2025-02-05,12:25,Zaragoza,41.58336,-1.16182,Motor,Furgoneta,Proveedor D,11.7,38.3,Grúa,127.23,Sí,No,4.6,
663,2025-04-03,13:27,Barcelona,41.24244,2.09254,Neumático,Turismo,Proveedor A,39.2,46.6,Grúa,116.82,Sí,Sí,3.7,
664,2024-11-02,13:21,Sevilla,37.21742,-6.08802,Neumático,Turismo,Proveedor A,0.0,23.3,Retorno Domicilio,16.82,Sí,No,5.0,
665,2025-08-29,22:06,Barcelona,41.52017,2.1473,Sistema eléctrico,Turismo,Proveedor A,5.1,36.0,Grúa,101.49,Sí,No,4.4,
666,2024-11-23,23:50,Bilbao,43.29856,-2.86597,Neumático,Turismo,Proveedor D,23.1,32.3,Retorno Domicilio,37.89,Sí,No,5.0,
667,2025-05-20,07:29,Sevilla,37.33963,-6.04809,Sistema eléctrico,SUV,Proveedor B,22.3,24.7,Grúa,128.62,Sí,No,4.6,
668,2025-02-26,10:07,Bilbao,43.25284,-3.05376,Sistema eléctrico,Turismo,Proveedor C,32.4,44.1,Grúa,147.67,Sí,No,4.0,
669,2024-10-05,11:24,Oviedo,43.36525,-5.63847,Caja de cambios,Turismo,Proveedor C,7.5,55.8,Grúa,117.03,Sí,Sí,3.4,
670,2025-03-21,16:16,Oviedo,43.35883,-5.7839,Combustible,SUV,Proveedor C,17.6,22.6,Taxi,2.08,Sí,No,5.0,
671,2024-12-24,22:41,Zaragoza,41.66446,-0.81123,Neumático,Moto,Proveedor B,17.9,30.8,Retorno Domicilio,27.47,Sí,No,5.0,
672,2024-10-22,08:54,Bilbao,43.27102,-2.95212,Sistema eléctrico,Turismo,Proveedor A,16.0,53.0,Taxi,38.31,Sí,Sí,4.4,
673,2025-08-28,07:07,Zaragoza,41.64471,-1.01561,Motor,SUV,Proveedor A,1.8,51.1,Grúa,90.88,Sí,Sí,3.5,
674,2025-01-26,23:29,Madrid,40.6735,-3.76861,Neumático,Turismo,Proveedor A,10.8,44.0,Retorno Domicilio,28.82,Sí,No,4.9,
675,2025-03-11,19:39,Barcelona,41.26335,2.08309,Neumático,Turismo,Proveedor B,30.0,55.5,Grúa,90.74,Sí,Sí,3.8,
676,2024-09-27,19:35,Sevilla,37.44367,-5.93215,Neumático,SUV,Proveedor B,18.1,52.8,N/A Reparado in-situ,16.38,Sí,Sí,3.8,
677,2024-09-09,21:21,Sevilla,37.28536,-5.98709,Sistema eléctrico,Moto,Proveedor A,19.1,50.6,Retorno Domicilio,68.86,Sí,Sí,4.1,
678,2024-10-13,22:33,Zaragoza,41.56284,-0.9185,Neumático,Moto,Proveedor B,19.9,41.0,Taxi,16.96,Sí,No,4.5,
679,2024-11-29,11:34,Barcelona,41.4384,2.14197,Motor,Turismo,Proveedor C,11.4,32.4,Grúa,153.38,Sí,No,4.2,
680,2025-08-01,19:10,Valencia,39.43191,-0.43227,Caja de cambios,SUV,Proveedor C,6.0,27.0,Grúa,117.06,Sí,No,4.8,
681,2024-12-28,19:40,Sevilla,37.29112,-6.17371,Batería,Turismo,Proveedor B,24.4,34.7,Taxi,33.09,Sí,No,4.4,
682,2025-08-22,14:07,Valencia,39.50222,-0.43187,Sistema eléctrico,Turismo,Proveedor B,0.0,23.7,Retorno Domicilio,40.32,Sí,No,5.0,
683,2025-08-11,22:53,Barcelona,41.34483,2.13751,Batería,Turismo,Proveedor B,26.4,21.0,Grúa,103.7,Sí,No,5.0,
684,2025-05-11,20:57,Valencia,39.42126,-0.40541,Neumático,SUV,Proveedor A,28.3,24.8,Grúa,90.32,Sí,No,3.3,
685,2024-09-25,22:44,Madrid,40.40182,-3.62119,Neumático,SUV,Proveedor B,26.0,58.2,Grúa,87.23,Sí,Sí,4.6,
686,2025-07-16,23:34,Bilbao,43.28237,-3.00308,Neumático,Turismo,Proveedor D,19.3,26.5,Taxi,28.27,Sí,No,4.8,
687,2025-05-01,22:19,Oviedo,43.38979,-5.91893,Motor,Turismo,Proveedor C,17.0,78.3,Grúa,148.25,Sí,Sí,1.4,
688,2025-08-21,17:54,Oviedo,43.32374,-5.78453,Batería,Moto,Proveedor A,25.9,34.7,Grúa,86.19,Sí,No,4.8,
689,2025-01-13,09:20,Zaragoza,41.62816,-0.7284,Motor,Turismo,Proveedor C,13.6,51.4,Grúa,140.67,Sí,Sí,3.3,
690,2025-06-26,22:52,Madrid,40.35376,-3.68691,Sistema eléctrico,Moto,Proveedor A,23.8,55.5,Taxi,49.42,Sí,Sí,4.5,
691,2024-10-05,13:44,Sevilla,37.40125,-5.92894,Batería,Furgoneta,Proveedor A,23.5,28.5,N/A Reparado in-situ,26.32,Sí,No,5.0,
692,2024-11-30,09:51,Zaragoza,41.53218,-0.87902,Batería,Turismo,Proveedor B,26.3,13.7,Grúa,88.37,Sí,No,5.0,
693,2025-03-28,19:46,Zaragoza,41.70291,-0.89211,Combustible,Turismo,Proveedor B,22.0,38.2,Retorno Domicilio,32.96,Sí,No,4.0,
694,2024-09-27,23:21,Oviedo,43.47009,-6.03859,Sistema eléctrico,Moto,Proveedor D,22.4,38.9,N/A Reparado in-situ,10.53,Sí,No,5.0,
695,2024-09-25,19:25,Barcelona,41.36149,2.18243,Combustible,SUV,Proveedor B,11.9,54.9,Taxi,11.9,Sí,Sí,3.2,
696,2025-03-17,16:39,Sevilla,37.35708,-6.13134,Combustible,Moto,Proveedor B,12.0,20.5,N/A Reparado in-situ,18.51,Sí,No,5.0,
697,2024-12-21,18:17,Zaragoza,41.63477,-0.89672,Motor,Furgoneta,Proveedor A,14.7,48.4,Grúa,132.84,Sí,Sí,3.8,
698,2024-10-31,10:18,Sevilla,37.45139,-6.07428,Accidente,Turismo,Proveedor C,19.4,33.8,Grúa,188.36,Sí,No,3.3,
699,2025-03-11,15:19,Bilbao,43.13588,-2.83155,Sistema eléctrico,SUV,Proveedor B,10.5,10.0,Retorno Domicilio,54.29,Sí,No,5.0,
700,2025-05-26,16:51,Barcelona,41.37587,2.25524,Motor,Turismo,Proveedor A,10.9,59.6,Grúa,164.09,Sí,Sí,2.3,
701,2025-05-06,15:09,Sevilla,37.3101,-5.92519,Neumático,SUV,Proveedor A,7.1,38.2,Taxi,17.41,Sí,No,4.9,
702,2025-01-24,12:16,Valencia,39.55376,-0.44335,Neumático,Turismo,Proveedor B,11.1,57.9,Taxi,16.1,Sí,Sí,4.0,
703,2025-07-29,17:41,Zaragoza,41.42434,-0.85856,Neumático,Turismo,Proveedor B,7.3,15.5,Retorno Domicilio,26.59,Sí,No,5.0,
704,2024-11-02,10:39,Valencia,39.44937,-0.41677,Batería,Turismo,Proveedor A,0.6,19.1,Taxi,25.52,Sí,No,5.0,
705,2024-12-16,21:37,Barcelona,41.46105,2.26683,Neumático,SUV,Proveedor A,5.0,25.7,N/A Reparado in-situ,4.83,Sí,No,5.0,
706,2024-09-03,23:50,Madrid,40.39146,-3.77398,Caja de cambios,Turismo,Proveedor C,13.4,45.6,Grúa,148.95,Sí,Sí,4.2,
707,2024-09-15,19:08,Valencia,39.54414,-0.35962,Neumático,Moto,Proveedor C,29.7,44.4,Grúa,80.34,Sí,No,4.0,
708,2025-06-29,19:30,Zaragoza,41.58844,-0.91382,Neumático,Turismo,Proveedor B,11.3,45.4,Retorno Domicilio,29.89,No,Sí,5.0,
709,2024-09-16,15:27,Zaragoza,41.68667,-0.89688,Sistema eléctrico,Turismo,Proveedor A,27.9,39.6,Grúa,116.96,Sí,No,4.5,
710,2024-09-17,08:51,Oviedo,43.35662,-5.75143,Neumático,Turismo,Proveedor B,25.2,57.6,Grúa,67.54,Sí,Sí,3.6,
711,2025-04-23,06:40,Barcelona,41.18668,2.1071,Batería,Turismo,Proveedor A,19.5,10.7,Retorno Domicilio,51.88,Sí,No,5.0,
712,2025-08-22,16:54,Oviedo,43.40559,-5.88666,Batería,SUV,Proveedor A,42.6,28.8,Grúa,117.08,Sí,No,5.0,
713,2024-12-14,06:37,Zaragoza,41.65777,-0.89249,Motor,Turismo,Proveedor A,25.0,17.5,Grúa,179.39,Sí,No,4.4,
714,2025-07-27,22:01,Bilbao,43.22762,-2.86748,Combustible,Turismo,Proveedor D,23.1,23.5,Taxi,38.15,Sí,No,4.8,
715,2025-04-30,10:19,Zaragoza,41.74114,-0.97183,Sistema eléctrico,Furgoneta,Proveedor B,20.6,28.9,Grúa,96.58,Sí,No,3.7,
716,2025-07-22,14:20,Oviedo,43.41161,-5.86577,Sistema eléctrico,Turismo,Proveedor A,29.5,52.5,Grúa,124.13,Sí,Sí,4.1,
717,2025-05-28,10:18,Oviedo,43.30161,-6.0368,Sistema eléctrico,SUV,Proveedor D,21.9,74.8,Retorno Domicilio,50.37,Sí,Sí,3.3,
718,2025-01-26,15:12,Barcelona,41.51476,2.12158,Caja de cambios,SUV,Proveedor A,17.7,62.6,Grúa,162.6,Sí,Sí,3.0,
719,2025-07-29,19:21,Madrid,40.45699,-3.75362,Accidente,Turismo,Proveedor A,12.4,55.7,Grúa,180.02,Sí,Sí,2.0,
720,2025-02-19,06:04,Bilbao,43.27244,-3.10297,Sistema eléctrico,Furgoneta,Proveedor A,24.4,40.4,Retorno Domicilio,60.8,Sí,No,4.6,
